hotel,rank,price,hotel_star,address,extended_address,number_of_review,overall_star_of_review,keywords
Hampton Inn Manhattan / Times Square Central,#62 of 479 Hotels in New York City,161,3 Star Hotel,220 West 41st St.,"New York City, NY 10036-7203","2,336 reviews",45,"['All reviews', 'times square', 'great location', 'front desk', 'new york', 'free breakfast', 'breakfast room', 'breakfast staff', 'port authority', 'lower floor', 'yogurt', 'would definitely stay here again', 'city view', 'subway station', 'clean hotel', 'each morning', 'the theater district', 'bryant park']"
Smyth Hotel,#105 of 479 Hotels in New York City,259,4 Star Hotel,85 West Broadway,"New York City, NY 10007-1045",572 reviews,45,"['All reviews', 'chambers street', 'tribeca location', 'evening bar', 'great location', 'west broadway', 'lower manhattan', 'freedom tower', 'new york', 'the world trade center', 'the financial district', 'king suite', 'subway station', 'brooklyn bridge', 'cool hotel', 'wonderful stay', 'front desk staff', 'easy access']"
Andaz Wall Street,#166 of 479 Hotels in New York City,221,4 Star Hotel,75 Wall Street,Entrance on Water Street,"3,170 reviews",45,"['All reviews', 'the financial district', 'non alcoholic beverages', 'free mini bar', 'large king', 'battery park', 'south street seaport', 'new york', 'stock exchange', 'lower manhattan', 'blackout shades', 'soaking tub', 'huge shower', 'rain shower', 'complimentary wine', 'statue of liberty', 'modern design', 'duane reade']"
The Nolitan Hotel,#104 of 479 Hotels in New York City,260,3 Star Hotel,30 Kenmare St,"New York City, NY 10012-4613","1,007 reviews",45,"['All reviews', 'williamsburg bridge', 'kenmare street', 'balcony room', 'lower east side', 'new york', 'yoga mat', 'wine and cheese', 'rooms are small', 'manhattan skyline', 'the empire state building', 'street noise', 'walking distance', 'restaurants and shops', 'rooftop terrace', 'turn down service', 'little touches', 'every evening']"
Hilton Times Square,#119 of 479 Hotels in New York City,166,4 Star Hotel,234 West 42nd Street,"New York City, NY 10036-7215","7,500 reviews",45,"['All reviews', 'times square', 'raquel ortiz', 'great location', 'new york', 'street entrance', 'the empire state building', 'diamond member', 'freedom tower', 'corner room', 'port authority', 'hudson river', 'high floor', 'room was large', 'statue of liberty', 'subway station', 'the theater district', 'big apple']"
Crowne Plaza Times Square Manhattan,#223 of 479 Hotels in New York City,114,4 Star Hotel,1605 Broadway,between 48th and 49th Street,"10,570 reviews",40,"['All reviews', 'times square', 'sandra esp', 'great location', 'new york', 'priority club', 'corner room', 'hudson river', 'busy hotel', 'hotel bar', 'broadway show', 'central location', 'big apple', 'two double beds', 'high floor', 'rockefeller center', 'ihg', 'concierge']"
Ace Hotel New York,#204 of 479 Hotels in New York City,179,4 Star Hotel,20 West 29th Street,at Broadway,"1,871 reviews",40,"['All reviews', 'stumptown coffee', 'smeg fridge', 'breslin restaurant', 'medium room', 'mini room', 'john dory', 'oyster bar', 'opening ceremony', 'hipster hotel', 'photo booth', 'lobby bar', 'new york', 'cool hotel', 'flatiron district', 'the empire state building', 'cool vibe', 'barber shop']"
Courtyard by Marriott New York Manhattan/Central Park,#249 of 479 Hotels in New York City,161,3 Star Hotel,1717 Broadway,"New York City, NY 10019-5214","1,376 reviews",40,"['All reviews', 'central park', 'corner room', 'tallest hotel', 'times square', 'great location', 'fourth floor', 'new york', 'floor to ceiling windows', 'floor lounge', 'city view', 'columbus circle', 'starbucks coffee', 'rooms are small', 'carnegie hall', 'the upper floors', 'few blocks', 'lincoln center']"
The Jewel facing Rockefeller Center,#69 of 479 Hotels in New York City,170,4 Star Hotel,11 West 51 Street,"New York City, NY 10019-6994","2,296 reviews",45,"['All reviews', 'rockefeller center', 'radio city music hall', 'purified water', 'terrace club', 'club quarters', 'great location', ""patrick's cathedral"", 'central park', 'new york', 'times square', 'sister hotel', 'living room', 'nbc studios', 'free wifi', 'coffee machine', 'top of the rock', 'fifth avenue']"
IBEROSTAR 70 Park Avenue Hotel,#225 of 479 Hotels in New York City,179,4 Star Hotel,70 Park Ave,"New York City, NY 10016-2504",731 reviews,40,"['All reviews', 'grand central station', 'great location', 'new york', 'front desk staff', 'view of the empire state building', 'wine hour', 'king room', 'just returned from a night stay', 'door man', 'times square', 'coffee machine', 'special thanks', 'bed was comfortable', 'two blocks', 'would definitely stay here again', 'nyc hotels', 'rooms are small']"
City Club Hotel,#263 of 479 Hotels in New York City,125,4 Star Hotel,55 W 44th St,"New York City, NY 10036-6609",914 reviews,40,"['All reviews', 'petite room', 'day bed', 'queen luxe', 'duplex suite', 'times square', 'new york', 'small hotel', 'warm cookies', 'bryant park', 'every evening', 'two blocks', 'midtown location', 'bigger room', 'an upgrade', 'booked this hotel', 'queen bed', 'street noise']"
Courtyard New York Manhattan/Herald Square,#176 of 479 Hotels in New York City,135,3 Star Hotel,71 W 35th St,at 6th Avenue,851 reviews,45,"['All reviews', 'the empire state building', 'penn station', 'rooftop bar', 'courtyard marriott', 'great location', 'new york', 'hotel entrance', 'lobby level', 'the ground floor', 'street noise', 'corner room', 'definitely stay here again', 'car service', 'city view', 'good size', 'bryant park', 'min walk']"
"Homewood Suites by Hilton New York/Midtown Manhattan Times Square-South, NY",#73 of 479 Hotels in New York City,197,3 Star Hotel,312 West 37th Street,"New York City, NY 10018-4208","2,891 reviews",45,"['All reviews', 'penn station', 'times square', 'new york', 'ceiling fan', 'full size fridge', 'free breakfast', 'evening reception', 'stove top', 'mini kitchen', 'rooftop terrace', 'hot breakfast', 'sofa bed', 'midtown manhattan', 'would definitely stay here again', 'bagels', 'the breakfast area', 'home away from home']"
Hilton Garden Inn New York - Times Square Central,#216 of 479 Hotels in New York City,153,3 Star Hotel,136 W 42nd St,"New York City, NY 10036-7803","1,813 reviews",40,"['All reviews', 'times square', 'bryant park', 'great location', 'new york', 'ball drop', 'fridge and microwave', 'city view', 'rooms are small', 'front desk staff', 'the theater district', 'would stay here again', 'hotel lobby', 'corner room', 'broadway show', 'street noise', 'would highly recommend this hotel', 'king room']"
Fitzpatrick Manhattan Hotel,#55 of 479 Hotels in New York City,158,4 Star Hotel,687 Lexington Ave,between 56th & 57th Street,"1,478 reviews",45,"['All reviews', 'central park', 'new york', 'lexington avenue', 'presidential suite', 'home from home', 'bottle of champagne', 'our honeymoon', 'the hotel manager', 'living room', 'wonderful hotel', 'street noise', 'big apple', 'would highly recommend this hotel', 'location is great', 'two blocks', 'times square', 'subway station']"
Courtyard New York Manhattan/Times Square West,#164 of 479 Hotels in New York City,139,3 Star Hotel,307 W 37th St,"New York City, NY 10018-4202","1,245 reviews",45,"['All reviews', 'penn station', 'courtyard marriott', 'times square', 'great location', 'new york', 'dunkin donuts', 'starbucks coffee', 'few blocks', 'javits center', 'small refrigerator', 'short walk', 'three blocks', 'would stay here again', 'king room', 'nyc hotel', 'street noise', 'central location']"
WestHouse Hotel New York,#135 of 479 Hotels in New York City,180,5 Star Hotel,201 West 55 Street,"New York City, NY 10019-5203","2,171 reviews",45,"['All reviews', 'west house', 'resident fee', 'central park', 'per person per day', 'resort fee is', 'great location', 'new york', 'breakfast and happy hour', 'times square', 'carnegie hall', 'home away from home', 'amazing hotel', 'coffee machine', 'nyc hotel', 'the theater district', 'yogurt', 'subway station']"
"Marriott Vacation Club Pulse, New York City",#196 of 479 Hotels in New York City,170,4 Star Hotel,33 West 37th Street,"New York City, NY 10018-6201","2,420 reviews",45,"['All reviews', 'strand hotel', 'view of the empire state building', 'rooftop bar', 'new york', 'times square', 'bryant park', 'penn station', 'herald square', 'nyc hotel', 'yogurt', 'coffee maker', 'rooms are small', 'by nyc standards', 'higher floor', 'location was perfect', 'few blocks', 'mvc']"
Hotel Hugo,#246 of 479 Hotels in New York City,167,4 Star Hotel,525 Greenwich St,Greenwich St and Spring St,"1,601 reviews",40,"['All reviews', 'rooftop bar', 'spring street', 'hudson river', 'soho area', 'new york', 'great hotel', 'quiet area', 'greenwich village', 'boutique hotel', 'great boutique', 'rooms are small', 'freedom tower', 'west side', 'lower manhattan', 'statue of liberty', 'few blocks', 'around the corner']"
"Club Quarters Hotel, Grand Central",#42 of 479 Hotels in New York City,188,4 Star Hotel,128 E 45th St,"New York City, NY 10017-3104","1,279 reviews",45,"['All reviews', 'top floor', 'club living', 'great location', 'water dispenser', 'floor lounge', 'new york', 'living room', 'lexington ave', 'chrysler building', 'free coffee', 'wine hour', 'business travel', 'business hotel', 'rooms are small', 'special thanks', 'excellent stay', 'excellent hotel']"
Hotel 32 32,#198 of 479 Hotels in New York City,155,4 Star Hotel,32 E 32nd St,"New York City, NY 10016-5503",650 reviews,40,"['All reviews', 'the empire state building', 'free breakfast', ""captain's cafe"", 'around the corner', 'great location', 'small balcony', 'new york', 'hardwood floors', 'korea town', 'full kitchen', 'breakfast is served', 'penn station', 'business trip', 'rooms are clean', 'ironing board', 'walking distance', 'sofa bed']"
Kitano New York,#126 of 479 Hotels in New York City,449,4 Star Hotel,66 Park Ave,At 38th Street,"1,263 reviews",45,"['All reviews', 'park avenue', 'grand central station', 'jazz club', 'japanese toilet', 'heated seat', 'on a non smoking floor', 'new york', 'the empire state building', 'live jazz', 'murray hill', 'few blocks', 'quiet hotel', 'times square', 'mini bar', 'corner room', 'fifth avenue', 'street noise']"
Holiday Inn NYC - Lower East Side,#219 of 479 Hotels in New York City,153,4 Star Hotel,150 Delancey Street,"New York City, NY 10002-3308",752 reviews,40,"['All reviews', 'williamsburg bridge', 'delancey street', 'subway station', 'retro bar', 'essex st', 'walking distance to chinatown', 'tenement museum', 'new york', 'front desk staff', 'few blocks', 'bed was comfortable', 'rooms are modern', 'restaurants and bars', 'would definitely stay here again', 'the hotel is clean', 'late at night', 'staff was very friendly and helpful']"
The Knickerbocker Hotel,#64 of 479 Hotels in New York City,249,5 Star Hotel,6 Times Square,42nd Street and Broadway,"3,577 reviews",45,"['All reviews', 'rooftop bar', 'charlie palmer', 'times square', 'new york', 'blackout blinds', 'bryant park', 'turn down service', 'perfect location', 'mini bar', 'junior suite', 'fantastic hotel', 'subway station', 'the theater district', 'nyc', 'concierge', 'doorman', 'broadway']"
"The Algonquin Hotel Times Square, Autograph Collection",#237 of 479 Hotels in New York City,169,4 Star Hotel,59 W 44th St,"New York City, NY 10036","2,131 reviews",40,"['All reviews', 'blue bar', 'dorothy parker', 'hotel cat', 'literary history', 'oldest hotel', 'the blue room', 'times square', 'new york', 'rooms are small', 'red flame', 'marriott points', 'classic hotel', 'lobby lounge', 'bryant park', 'the theater district', 'street noise', 'free coffee']"
Courtyard New York Manhattan/SoHo,#141 of 479 Hotels in New York City,322,3 Star Hotel,181 Varick St,"New York City, NY 10014-4602",602 reviews,45,"['All reviews', 'greenwich village', 'varick street', 'houston street', 'holland tunnel', 'city winery', 'courtyard marriott', 'great location', 'dunkin donuts', 'new york', 'spring st', 'subway stop', 'walking distance', 'restaurants and shops', 'rooms are small', 'minute walk', 'front desk staff', 'few blocks']"
Residence Inn New York Manhattan / Midtown East,#39 of 479 Hotels in New York City,180,3 Star Hotel,148 East 48th Street,"New York City, NY 10017-1224","1,919 reviews",45,"['All reviews', 'free breakfast', 'new york', 'chrysler building', 'the breakfast area', 'times square', 'breakfast staff', 'marriott properties', 'cupcakes', 'grand central station', 'rockefeller center', 'full kitchen', 'small kitchen', 'every morning', 'front desk staff', 'yogurt', 'two queen beds', 'the penthouse']"
Chambers Hotel,#131 of 479 Hotels in New York City,221,4 Star Hotel,15 W 56th St,"New York City, NY 10019-3902",692 reviews,45,"['All reviews', 'ma peche', 'milk bar', 'central park', 'boutique hotel', 'new york', 'rain shower', 'trump tower', 'corner king room', 'fifth avenue', 'small hotel', 'basic room', 'bottled water', 'bath products', 'great boutique', 'room service', 'great amenities', 'restaurant downstairs']"
The Marmara Manhattan,#124 of 479 Hotels in New York City,250,3 Star Hotel,301 E 94th St,"New York City, NY 10128-4718","1,022 reviews",45,"['All reviews', 'full kitchen', 'upper east side', 'subway construction', 'one bedroom apartment', 'sinai hospital', 'living room', 'second avenue', 'central park', 'washer dryer', 'new york', 'museum mile', 'great apartment', 'extended stay', 'laundry facilities', 'home away from home', 'front desk staff', 'higher floor']"
Renaissance New York Times Square Hotel,#226 of 479 Hotels in New York City,178,4 Star Hotel,Two Times Square,714 Seventh Avenue at W. 48th Street,"2,559 reviews",45,"['All reviews', 'times square', 'great location', 'new york', 'marriott marquis', 'tkts booth', 'street level', 'concierge lounge', 'main lobby', 'broadway show', 'lounge area', 'rockefeller center', 'nice size', 'high floor', 'hotel bar', 'central park', 'subway station', 'big apple']"
Hyatt Centric Times Square New York,#67 of 479 Hotels in New York City,189,4 Star Hotel,135 West 45th Street,"New York City, NY 10036-4004","4,725 reviews",45,"['All reviews', 'rooftop bar', 'times square', 'great location', 'new york', 'heated floors', 'floor to ceiling windows', 'rain shower', 'high floor', 'modern hotel', 'freedom tower', 'chrysler building', 'big apple', 'hotel restaurant', 'broadway show', 'the theater district', 'bryant park', 'by nyc standards']"
San Carlos Hotel,#66 of 479 Hotels in New York City,236,4 Star Hotel,150 East 50th Street,"New York City, NY 10022-9500","1,597 reviews",45,"['All reviews', 'yogurt', 'continental breakfast', 'new york', 'one bedroom suite', 'ess a bagel', 'rockefeller center', 'sofa bed', 'central park', 'free wifi', 'small kitchen', 'street noise', 'times square', 'within walking distance', 'fridge and microwave', 'living area', 'business center', 'large room']"
11 Howard,#143 of 479 Hotels in New York City,193,5 Star Hotel,11 Howard St,"New York City, NY 10013-3111",654 reviews,45,"['All reviews', 'avocado toast', 'soho location', 'new york', 'to order room service', 'design hotel', 'canal st', 'holiday inn', 'the general manager', 'home away from home', 'lower east side', 'rooms are great', 'hotel bar', 'amazing hotel', 'rooms are small', 'east village', 'lounge area', 'ny hotel']"
The Westin New York at Times Square,#232 of 479 Hotels in New York City,194,4 Star Hotel,270 West 43rd Street,At 8th Avenue,"3,219 reviews",40,"['All reviews', 'times square', 'new york', 'great location', 'corner room', 'hudson river', 'port authority', 'an upgrade', 'higher floor', 'the theater district', 'mini bar', 'central location', 'great room', 'the empire state building', 'around the corner', 'big apple', 'street noise', 'subway station']"
Refinery Hotel,#31 of 479 Hotels in New York City,209,5 Star Hotel,63 West 38th Street,"New York City, NY 10018-3818","4,637 reviews",45,"['All reviews', 'rooftop bar', 'parker quinn', 'bryant park', 'hat factory', 'the empire state building', 'cupcakes', 'new york', 'magnolia bakery', 'great hotel', 'live jazz', 'fashion district', 'boutique hotel', 'hotel guests', 'times square', 'comfortable beds', 'street noise', 'definitely stay here again']"
DoubleTree Suites by Hilton Hotel New York City - Times Square,#231 of 479 Hotels in New York City,233,4 Star Hotel,1568 Broadway,47th Street,"8,700 reviews",45,"['All reviews', 'times square', 'double tree', 'warm cookies', 'great location', 'new york', 'living room', 'tkts booth', 'wet bar', 'pull out sofa', 'third floor', 'corner suite', 'large bathroom', 'street level', 'concierge desk', ""can't beat the location"", 'room key', 'central park']"
Viceroy Central Park New York,#264 of 479 Hotels in New York City,194,5 Star Hotel,120 W 57th Street,"New York City, NY 10019-3320","1,633 reviews",40,"['All reviews', 'rooftop bar', 'kingside restaurant', 'central park', 'park suite', 'carnegie hall', 'new york', 'espresso machine', 'concierge team', 'closet space', 'junior suite', 'columbus circle', 'rooms are small', 'perfect location', 'times square', 'standard room', 'fifth avenue', 'two blocks']"
Novotel New York Times Square,#162 of 479 Hotels in New York City,194,4 Star Hotel,226 W 52nd Street,"New York City, NY 10019-5802","6,451 reviews",45,"['All reviews', 'times square', 'great location', 'new york', 'central park', 'street level', 'ball drop', 'good size', 'duane reade', 'modern hotel', 'hudson river', 'coffee machine', 'high floor', 'would highly recommend this hotel', 'two double beds', 'few blocks', 'rockefeller center', 'big apple']"
The Roxy Hotel Tribeca,#14 of 479 Hotels in New York City,202,4 Star Hotel,2 Avenue of the Americas,"New York City, NY 10013-2401",880 reviews,45,"['All reviews', 'jazz club', 'live jazz', 'oyster bar', 'open atrium', 'canal street subway', 'director of guest services', 'new york', 'cool hotel', 'cool vibe', 'freedom tower', 'world trade', 'lounge area', 'greenwich village', 'the general manager', 'lower manhattan', 'amazing hotel', 'battery park']"
InterContinental New York Barclay,#123 of 479 Hotels in New York City,192,4 Star Hotel,111 E 48th St,"New York City, NY 10017-1222","1,728 reviews",45,"['All reviews', 'gin parlour', 'new york', 'beautiful hotel', 'british airways', 'the club lounge', 'mini bar', 'grand central station', 'beautiful lobby', 'park avenue', 'times square', 'rockefeller center', 'an upgrade', 'housekeeping staff', 'luxury hotel', 'coffee machine', 'fifth avenue', 'late check']"
The Benjamin,#113 of 479 Hotels in New York City,229,4 Star Hotel,125 East 50th Street,at Lexington Avenue,"3,029 reviews",45,"['All reviews', 'pillow menu', 'national restaurant', 'one bedroom suite', 'new york', 'small kitchenette', 'mini kitchen', 'lexington avenue', 'midtown location', 'the sofa bed', 'central park', 'rockefeller center', 'waldorf astoria', 'wonderful hotel', 'turn down service', 'boutique hotel', 'an upgrade', 'street noise']"
The Maritime Hotel,#74 of 479 Hotels in New York City,236,4 Star Hotel,363 W 16th St,"New York City, NY 10011-5902",711 reviews,45,"['All reviews', 'chelsea market', 'porthole windows', 'meatpacking district', 'the high line', 'mario batali restaurant', 'rooms are small', 'whitney museum', 'new york', 'room service', 'hudson river', 'the penthouse', 'continental breakfast', 'bath products', 'business traveler', 'rain shower', 'home away from home', 'wine and cheese']"
Residence Inn New York Manhattan/Central Park,#159 of 479 Hotels in New York City,224,3 Star Hotel,1717 Broadway,"New York City, NY 10019-5214","1,443 reviews",45,"['All reviews', 'corner room', 'hudson river', 'central park', 'tallest hotel', 'grand times', 'times square', 'floor to ceiling windows', 'new york', 'free breakfast', 'pots and pans', 'square view', 'mini kitchen', 'the breakfast area', 'third floor', 'high floor', 'small kitchenette', 'few blocks']"
Dream Midtown,#205 of 479 Hotels in New York City,161,4 Star Hotel,210 W 55th St,"New York City, NY 10019-5467",604 reviews,40,"['All reviews', 'rooftop bar', 'central park', 'serafina restaurant', 'great location', 'front desk', 'new york', 'times square', 'awesome stay', 'hotel guests', 'rooms are small', 'amazing hotel', 'room service', 'broadway show', 'carnegie hall', 'walking distance', 'king room', 'columbus circle']"
Sanctuary Hotel New York,#83 of 479 Hotels in New York City,221,4 Star Hotel,132 West 47th Street,Between 6th Avenue of the Americas and 7th Avenue,"4,295 reviews",45,"['All reviews', 'rooftop bar', 'haven rooftop', 'times square', 'new york', 'continental breakfast', 'rooms are small', 'door staff', 'cupcakes', 'our honeymoon', 'brick wall', 'perfect location', 'concierge service', 'rockefeller center', 'fantastic hotel', 'big apple', 'yogurt', 'central park']"
"The Standard, High Line",#128 of 479 Hotels in New York City,169,4 Star Hotel,848 Washington St,at West 13th Street,"3,200 reviews",40,"['All reviews', 'standard grill', 'meatpacking district', 'floor to ceiling windows', 'le bain', 'the boom boom room', 'standard highline', 'hudson river', 'hudson studio', 'the meat packing district', 'whitney museum', 'rooftop bar', 'chelsea market', 'new york', 'top floor', 'cool hotel', 'statue of liberty', 'corner room']"
citizenM New York Times Square,#21 of 479 Hotels in New York City,194,4 Star Hotel,218 West 50th Street,"New York City, NY 10019-6702","3,795 reviews",45,"['All reviews', 'citizen m', 'rooftop bar', 'rooms are small', 'free movies', 'mood pad', 'controlled by a tablet', 'times square', 'new york', 'huge bed', 'rain shower', 'cool hotel', 'living room', 'amazing hotel', 'great shower', 'perfect location', 'loved this hotel', 'subway station']"
Residence Inn New York Manhattan/Times Square,#234 of 479 Hotels in New York City,219,3 Star Hotel,1033 Avenue of the Americas,"New York City, NY 10018-5408","2,613 reviews",45,"['All reviews', 'bryant park', 'times square', 'the empire state building', 'great location', 'new york', 'sofa bed', 'free breakfast', 'full size fridge', 'third floor', 'the breakfast area', 'yogurt', 'small kitchen', 'few blocks', 'high floor', 'corner room', 'herald square', 'rockefeller center']"
Tryp by Wyndham New York City Times Square South,#224 of 479 Hotels in New York City,159,4 Star Hotel,345 West 35th Street,"Steps to Times Square, High-line, Etc","4,252 reviews",45,"['All reviews', 'family room', 'penn station', 'premium room', 'bunk beds', 'police station next door', 'times square', 'new york', 'madison square garden', 'quiet street', 'empire state building', 'coffee machine', 'modern hotel', 'large room', 'mini fridge', 'around the corner', 'nyc hotel', 'few blocks']"
Cassa Hotel 45th Street New York,#145 of 479 Hotels in New York City,142,4 Star Hotel,70 West 45th Street,"New York City, NY 10036-4202","2,403 reviews",45,"['All reviews', 'times square', 'great location', 'new york', 'pret a manger', 'executive room', 'bryant park', 'good size', 'rockefeller center', 'boutique hotel', 'fifth avenue', 'nice bathroom', 'double bed', 'few blocks', 'grand central station', 'an upgrade', 'midtown manhattan', 'definitely stay here again']"
Fifty Hotel & Suites by Affinia,#212 of 479 Hotels in New York City,152,4 Star Hotel,155 East 50th Street,corner of 3rd Avenue and 50th Street,"1,640 reviews",40,"['All reviews', 'fifty nyc', 'wine hour', 'welcome home', 'great location', 'ess a bagel', 'new york', 'pillow menu', 'second floor lounge', 'junior suite', 'complimentary wine', 'small kitchen', 'club room', 'huge room', 'nyc hotel', 'two queen beds', 'street noise', 'central park']"
Fairfield Inn & Suites New York Manhattan/Fifth Avenue,#239 of 479 Hotels in New York City,149,3 Star Hotel,21 W 37th St,"New York City, NY 10018-6201",675 reviews,40,"['All reviews', 'the empire state building', 'rooms are small', 'starbucks coffee', 'great location', 'times square', 'yogurt', 'free breakfast', 'new york', 'the breakfast area', 'penn station', 'bryant park', 'fifth avenue', 'herald square', 'front desk staff', 'king size bed', 'few blocks', 'parking garage']"
Crosby Street Hotel,#7 of 479 Hotels in New York City,695,5 Star Hotel,79 Crosby St,"New York City, NY 10012-3905",828 reviews,50,"['All reviews', 'drawing room', 'floor to ceiling windows', 'kit kemp', 'firmdale hotels', 'honesty bar', 'honor bar', 'soho area', 'new york', 'luxury boutique hotel', 'quiet street', 'deluxe room', 'restaurant staff', 'hotel is beautiful', 'favorite hotel', 'perfect stay', 'concierge staff', 'room service is']"
Holiday Inn NYC - Lower East Side,#219 of 479 Hotels in New York City,153,4 Star Hotel,150 Delancey Street,"New York City, NY 10002-3308",752 reviews,40,"['All reviews', 'williamsburg bridge', 'delancey street', 'subway station', 'retro bar', 'essex st', 'walking distance to chinatown', 'tenement museum', 'new york', 'front desk staff', 'few blocks', 'bed was comfortable', 'rooms are modern', 'restaurants and bars', 'would definitely stay here again', 'the hotel is clean', 'late at night', 'staff was very friendly and helpful']"
Hyatt Union Square New York,#102 of 479 Hotels in New York City,428,4 Star Hotel,134 4th Ave,Union Square,"1,855 reviews",45,"['All reviews', 'strand bookstore', 'great location', 'new york', 'east village', 'boutique feel', 'whole foods', 'fitness center', 'boutique hotel', 'rooms are small', 'hotel bar', 'around the corner', 'front desk staff', 'definitely stay here again', 'street noise', 'mini bar', 'subway station', 'nyu']"
Conrad New York,#26 of 479 Hotels in New York City,296,5 Star Hotel,102 North End Avenue,"New York City, NY 10282-1238","3,728 reviews",45,"['All reviews', 'battery park', 'hudson river', 'brookfield place', 'shake shack', 'rooftop bar', 'blue smoke', 'statue of liberty', 'lower manhattan', 'goldman sachs', 'the financial district', 'new york', 'nespresso machine', 'chambers street', 'world trade center', 'freedom tower', 'bagel shop', 'huge shower']"
"The Pierre, A Taj Hotel, New York",#22 of 479 Hotels in New York City,506,5 Star Hotel,2 East 61st Street at Fifth Avenue,"New York City, NY 10065","1,998 reviews",45,"['All reviews', 'elevator attendants', 'central park', 'elevator operator', 'new york', 'room service', 'elegant hotel', 'four seasons', 'five star hotel', 'fifth avenue', 'park view', 'upper east side', 'concierge desk', 'turn down service', 'bottle of champagne', 'housekeeping staff', 'the location is perfect', 'nyc hotel']"
The NoMad Hotel New York,#101 of 479 Hotels in New York City,275,5 Star Hotel,1170 Broadway,"New York City, NY 10001-7507",912 reviews,45,"['All reviews', 'library bar', 'atelier room', 'claw foot tub', 'flatiron district', 'eleven madison park', 'reserved for hotel guests', 'water closet', 'hardwood floors', 'ace hotel', 'new york', 'the empire state building', 'union square', 'walk in shower', 'cool hotel', 'restaurants and bars', 'beautiful room', 'bottle of champagne']"
Gansevoort Meatpacking NYC,#243 of 479 Hotels in New York City,279,4 Star Hotel,18 9th Avenue,at 13th Street,"1,982 reviews",40,"['All reviews', 'rooftop pool', 'chelsea market', 'manhattan suite', 'the meat packing district', 'new york', 'the high line', 'whitney museum', 'hudson river', 'trendy hotel', 'bottle of champagne', 'location is fantastic', 'lobby bar', 'street noise', 'highline', 'hip', 'nyc', 'nightlife']"
The Sherry-Netherland Hotel,#11 of 479 Hotels in New York City,359,4 Star Hotel,781 Fifth Avenue,At 59th Street,761 reviews,50,"['All reviews', 'harry cipriani', 'central park', 'elevator operator', 'cipriani restaurant', 'city view suite', 'apple store', 'elevator attendants', 'new york', 'plaza hotel', 'fifth avenue', 'room service', 'interior room', 'home away from home', 'beautiful hotel', 'upper east side', 'beautiful room', 'hotel guests']"
The Westin New York Grand Central,#247 of 479 Hotels in New York City,259,4 Star Hotel,212 East 42nd Street,Between 2nd Ave and 3rd Ave,"4,067 reviews",40,"['All reviews', 'chrysler building', 'great location', 'new york', 'heavenly bed', 'times square', 'spg member', 'corner room', 'mini bar', 'good size', 'bryant park', 'late check', 'high floor', 'two blocks', 'housekeeping staff', 'street noise', 'two double beds', 'by nyc standards']"
The James New York - SoHo,#248 of 479 Hotels in New York City,216,4 Star Hotel,27 Grand St.,"New York City, NY 10013-1618","1,525 reviews",45,"['All reviews', 'david burke kitchen', 'rooftop bar', 'sky lobby', 'new york', 'corner king', 'filtered water', 'heated floors', 'wine and cheese', 'hotel guests', 'holland tunnel', 'freedom tower', 'in room dining', 'complimentary coffee', 'rain shower', 'floor to ceiling windows', 'lower manhattan', 'higher floor']"
Hotel Beacon,#54 of 479 Hotels in New York City,246,4 Star Hotel,2130 Broadway at 75th Street,"New York City, NY 10023-1724","4,225 reviews",45,"['All reviews', 'fairway market', 'upper west side', 'central park', 'viand cafe', 'small kitchenette', 'levain bakery', 'new york', 'strawberry fields', 'street subway', 'one bedroom suite', 'times square', 'laundry room', 'natural history museum', 'express train', 'lincoln center', 'short walk', 'full kitchen']"
Soho Grand Hotel,#171 of 479 Hotels in New York City,199,4 Star Hotel,310 West Broadway,"New York City, NY 10013-2225","3,222 reviews",40,"['All reviews', 'grand bar', 'great location', 'west broadway', 'new york', 'canal street', 'club room', 'room service', 'lounge area', 'rooms are small', 'greenwich village', 'corner room', 'lower manhattan', 'mini bar', 'coffee machine', 'the empire state building', 'nyc', 'concierge']"
Kimpton Hotel Eventi,#61 of 479 Hotels in New York City,215,5 Star Hotel,851 Avenue of the Americas,"New York City, NY 10001-4101","3,660 reviews",45,"['All reviews', 'wine hour', 'the empire state building', 'penn station', 'raid the mini bar', 'cupcakes', 'wine reception', 'floor to ceiling windows', 'new york', 'yoga mat', 'bottle of champagne', 'herald square', 'corner room', 'times square', 'rain shower', 'one bedroom suite', 'front desk staff', 'city view']"
Fairfield Inn & Suites New York Midtown Manhattan/Penn Station,#155 of 479 Hotels in New York City,152,3 Star Hotel,325 W 33rd St,"New York City, NY 10001-2702","1,600 reviews",45,"['All reviews', 'madison square garden', 'rooftop bar', 'great location', 'new york', 'times square', 'free breakfast', 'city view', 'freedom tower', 'the breakfast area', 'yogurt', 'half block', 'king suite', 'front desk staff', 'would definitely stay here again', 'empire state building', 'the high line', 'midtown manhattan']"
LUMA Hotel Times Square,#25 of 479 Hotels in New York City,175,4 Star Hotel,120 W 41st St,"New York City, NY 10036-7315",512 reviews,45,"['All reviews', 'bryant park', 'whole foods', 'nespresso machine', 'sound machine', 'times square', 'usb charging', 'usb ports', 'new york', 'make up mirror', 'robes and slippers', 'modern hotel', 'pret a manger', 'every amenity', 'blow dryer', 'exceptional staff', 'king size', 'outstanding hotel']"
