hotel,rank,price,hotel_star,address,extended_address,number_of_review,overall_star_of_review,keywords
Hilton Garden Inn New York - Times Square Central,#216 of 479 Hotels in New York City,205,3 Star Hotel,136 W 42nd St,"New York City, NY 10036-7803","1,813 reviews",40,"['All reviews', 'times square', 'bryant park', 'great location', 'new york', 'ball drop', 'fridge and microwave', 'city view', 'rooms are small', 'front desk staff', 'the theater district', 'would stay here again', 'hotel lobby', 'corner room', 'broadway show', 'street noise', 'would highly recommend this hotel', 'king room']"
The NoMad Hotel New York,#101 of 479 Hotels in New York City,375,5 Star Hotel,1170 Broadway,"New York City, NY 10001-7507",912 reviews,45,"['All reviews', 'library bar', 'atelier room', 'claw foot tub', 'flatiron district', 'eleven madison park', 'reserved for hotel guests', 'water closet', 'hardwood floors', 'ace hotel', 'new york', 'the empire state building', 'union square', 'walk in shower', 'cool hotel', 'restaurants and bars', 'beautiful room', 'bottle of champagne']"
SIXTY LES,#255 of 479 Hotels in New York City,225,4 Star Hotel,190 Allen St,Lower East Side,"1,266 reviews",40,"['All reviews', 'lower east side', 'blue ribbon', 'allen street', ""katz's deli"", 'outdoor pool', 'east village', 'new york', 'king suite', 'cool hotel', 'rain shower', 'bars and restaurants', 'freedom tower', 'whole foods', 'great neighborhood', 'the penthouse', 'great shower', 'around the corner']"
Seton Hotel,#209 of 479 Hotels in New York City,200,3 Star Hotel,144 East 40th Street,"New York City, NY 10016-1762",861 reviews,40,"['All reviews', 'shared bathroom', 'grand central station', 'economy room', 'great location', 'new york', 'free tea and coffee', 'times square', 'vending machine', 'chrysler building', 'within walking distance', 'shake shack', 'around the corner', 'the ground floor', 'empire state', 'double room', 'stayed for nights', 'two blocks']"
Ace Hotel New York,#204 of 479 Hotels in New York City,179,4 Star Hotel,20 West 29th Street,at Broadway,"1,871 reviews",40,"['All reviews', 'stumptown coffee', 'smeg fridge', 'breslin restaurant', 'medium room', 'mini room', 'john dory', 'oyster bar', 'opening ceremony', 'hipster hotel', 'photo booth', 'lobby bar', 'new york', 'cool hotel', 'flatiron district', 'the empire state building', 'cool vibe', 'barber shop']"
citizenM New York Times Square,#21 of 479 Hotels in New York City,294,4 Star Hotel,218 West 50th Street,"New York City, NY 10019-6702","3,795 reviews",45,"['All reviews', 'citizen m', 'rooftop bar', 'rooms are small', 'free movies', 'mood pad', 'controlled by a tablet', 'times square', 'new york', 'huge bed', 'rain shower', 'cool hotel', 'living room', 'amazing hotel', 'great shower', 'perfect location', 'loved this hotel', 'subway station']"
Courtyard New York Manhattan/Chelsea,#133 of 479 Hotels in New York City,279,3 Star Hotel,135 W 30th St,"New York City, NY 10001-4012",970 reviews,45,"['All reviews', 'penn station', 'great location', 'new york', 'courtyard by marriott', 'close to madison square garden', 'around the corner', 'times square', 'freedom tower', 'would definitely stay here again', 'directly across the street', 'nice shower', 'the high line', 'the empire state building', 'hotel is located', 'front desk staff', 'the staff was friendly and helpful', 'few blocks']"
Royalton New York Hotel,#270 of 479 Hotels in New York City,229,4 Star Hotel,44 West 44th Street,"New York City, NY 10036-6604","2,522 reviews",40,"['All reviews', 'loft suite', 'times square', 'new york', 'soaking tub', 'room service', 'bryant park', 'standard room', 'lobby bar', 'location is great', 'midtown location', 'grand central station', 'fifth avenue', 'reception desk', 'an upgrade', 'two blocks', 'the theater district', 'street noise']"
Fitzpatrick Grand Central,#56 of 479 Hotels in New York City,168,4 Star Hotel,141 E 44th St,"New York City, NY 10017-4006","2,544 reviews",45,"['All reviews', 'new york', 'champagne and strawberries', 'great location', 'grand central', 'our honeymoon', 'lovely hotel', 'home from home', 'lexington avenue', 'chrysler building', 'times square', 'good size', 'stayed here for nights', 'upgraded to a suite', 'bed was very comfortable', 'around the corner', 'would highly recommend this hotel', 'definitely stay here again']"
Hyatt House New York/Chelsea,#112 of 479 Hotels in New York City,254,3 Star Hotel,815 Avenue of the Americas,"New York City, NY 10001-6305",501 reviews,45,"['All reviews', 'flower district', 'omelette station', 'the empire state building', 'made to order omelets', 'top floor', 'new york', 'workout room', 'corner room', 'rooftop terrace', 'free breakfast', 'double queen', 'small kitchen', 'madison square park', 'world trade center', 'freedom tower', 'floor to ceiling windows', 'full kitchen']"
Sanctuary Hotel New York,#83 of 479 Hotels in New York City,269,4 Star Hotel,132 West 47th Street,Between 6th Avenue of the Americas and 7th Avenue,"4,295 reviews",45,"['All reviews', 'rooftop bar', 'haven rooftop', 'times square', 'new york', 'continental breakfast', 'rooms are small', 'door staff', 'cupcakes', 'our honeymoon', 'brick wall', 'perfect location', 'concierge service', 'rockefeller center', 'fantastic hotel', 'big apple', 'yogurt', 'central park']"
Pod 51 Hotel,#261 of 479 Hotels in New York City,135,3 Star Hotel,230 East 51st Street,"New York City, NY 10022-6571","5,223 reviews",40,"['All reviews', 'shared bathroom', 'bunk bed room', 'pickwick arms', 'private bath', 'rooms are small', 'new york', 'ess a bagel', 'roof terrace', 'budget hotel', 'around the corner', 'place to sleep', 'times square', 'subway station', 'central park', 'flat screen tv', 'location is great', 'rockefeller center']"
Millennium Hilton New York One UN Plaza,#227 of 479 Hotels in New York City,217,4 Star Hotel,One UN Plaza,"New York City, NY 10017",740 reviews,40,"['All reviews', 'east river', 'united nations', 'chrysler building', 'sky lounge', 'ambassador grill', 'roosevelt island', 'great hotel', 'new york', 'coffee shop in the lobby', 'grand central station', 'empire state', 'corner room', 'quiet location', 'times square', 'bedroom suite', 'min walk', 'room was spotless']"
The Marcel at Gramercy,#107 of 479 Hotels in New York City,186,4 Star Hotel,201 East 24th Street,"New York City, NY 10010-3801","3,658 reviews",40,"['All reviews', 'guest lounge', 'floor lounge', 'new york', 'tenth floor', 'the empire state building', 'roof terrace', 'madison square park', 'boutique hotel', 'free coffee', 'rooms are small', 'bigger room', 'street noise', 'continental breakfast', 'an upgrade', 'corner room', 'higher floor', 'location was perfect']"
Duane Street Hotel,#75 of 479 Hotels in New York City,242,4 Star Hotel,130 Duane St,"New York City, NY 10013-3808",717 reviews,45,"['All reviews', 'tribeca area', 'boutique hotel', 'st hotel', 'lower manhattan', 'chambers street', 'new york', 'rooms are small', 'brooklyn bridge', 'street noise', 'great boutique', 'world trade center', 'the financial district', 'greenwich village', 'battery park', 'business trip', 'comfortable bed', 'freedom tower']"
Hotel Wales,#199 of 479 Hotels in New York City,241,3 Star Hotel,1295 Madison Ave,"New York City, NY 10128-1301",885 reviews,40,"['All reviews', 'upper east side', 'madison avenue', 'museum mile', 'central park', 'sinai hospital', 'cooper hewitt', 'rooftop terrace', 'new york', 'hour coffee', 'free coffee and tea', 'metropolitan museum of art', 'boutique hotel', 'king suite', 'great neighborhood', 'sitting room', 'front desk staff', 'lounge area']"
Residence Inn New York Manhattan/Central Park,#159 of 479 Hotels in New York City,386,3 Star Hotel,1717 Broadway,"New York City, NY 10019-5214","1,443 reviews",45,"['All reviews', 'corner room', 'hudson river', 'central park', 'tallest hotel', 'grand times', 'times square', 'floor to ceiling windows', 'new york', 'free breakfast', 'pots and pans', 'square view', 'mini kitchen', 'the breakfast area', 'third floor', 'high floor', 'small kitchenette', 'few blocks']"
Courtyard New York Manhattan/Herald Square,#176 of 479 Hotels in New York City,242,3 Star Hotel,71 W 35th St,at 6th Avenue,851 reviews,45,"['All reviews', 'the empire state building', 'penn station', 'rooftop bar', 'courtyard marriott', 'great location', 'new york', 'hotel entrance', 'lobby level', 'the ground floor', 'street noise', 'corner room', 'definitely stay here again', 'car service', 'city view', 'good size', 'bryant park', 'min walk']"
Residence Inn New York Manhattan/Times Square,#234 of 479 Hotels in New York City,339,3 Star Hotel,1033 Avenue of the Americas,"New York City, NY 10018-5408","2,613 reviews",45,"['All reviews', 'bryant park', 'times square', 'the empire state building', 'great location', 'new york', 'sofa bed', 'free breakfast', 'full size fridge', 'third floor', 'the breakfast area', 'yogurt', 'small kitchen', 'few blocks', 'high floor', 'corner room', 'herald square', 'rockefeller center']"
The Peninsula New York,#92 of 479 Hotels in New York City,695,5 Star Hotel,700 Fifth Avenue at 55th Street,"New York City, NY 10019","1,228 reviews",45,"['All reviews', 'rooftop bar', 'salon de ning', 'grand luxe room', 'fifth avenue', 'oscar de la renta', 'central park', 'new york', 'four seasons', 'indoor pool', 'luxury hotel', 'room service', 'separate shower', 'st regis', 'superior room', 'concierge desk', 'turn down service', 'an upgrade']"
Lowell Hotel,#36 of 479 Hotels in New York City,572,5 Star Hotel,28 E 63rd St,Between Madison and Park Avenues,358 reviews,45,"['All reviews', 'pembroke room', 'upper east side', 'wood burning fireplace', 'deluxe junior suite', 'new york', 'home away from home', 'small hotel', 'central park', 'intimate hotel', 'room service', 'club room', 'four seasons', 'recent stay', 'perfect stay', 'favorite hotel', 'bell staff', 'hotel experience']"
Holiday Inn Express Manhattan Times Square South,#233 of 479 Hotels in New York City,198,3 Star Hotel,60 West 36th Street & 6th Ave,"New York City, NY 10018-8039","1,283 reviews",45,"['All reviews', 'the empire state building', 'herald square', 'hi express', 'penn station', 'times square', 'great location', 'new york', 'free breakfast', 'the breakfast area', 'yogurt', 'hot breakfast', 'walking distance', 'around the corner', 'would stay here again', 'rooms are small', 'front desk staff', 'clean hotel']"
New York Marriott Marquis,#215 of 479 Hotels in New York City,280,4 Star Hotel,1535 Broadway,At 45th Street,"12,011 reviews",40,"['All reviews', 'revolving restaurant', 'times square', 'view restaurant', 'the concierge lounge', 'new york', 'floor number', 'huge hotel', 'perfect location', 'busy hotel', 'fitness center', 'broadway show', ""can't beat the location"", 'the theater district', 'rooms are large', 'sofa bed', 'high floor', 'hudson river']"
Loews Regency New York Hotel,#40 of 479 Hotels in New York City,339,5 Star Hotel,540 Park Avenue,61st Street,"1,866 reviews",45,"['All reviews', 'park avenue', 'new york', 'bathroom mirror', 'upper east side', 'close to central park', 'room service', 'rooms are spacious', 'beautiful hotel', 'luxury hotel', 'turn down service', 'two blocks', 'location is great', 'around the corner', 'times square', 'concierge', '61st', 'nyc']"
Kimpton Ink48 Hotel,#71 of 479 Hotels in New York City,229,4 Star Hotel,653 11th Avenue at 48th,"New York City, NY 10036-2004","3,413 reviews",45,"['All reviews', ""hell's kitchen"", 'press lounge', 'rooftop bar', 'hudson river', 'hudson suite', 'stephen field', 'wine hour', 'times square', 'west side', 'new york', 'intrepid museum', 'city view', 'wine reception', 'nyc skyline', 'javits center', 'soaking tub', 'floor to ceiling windows']"
Kimpton Hotel Eventi,#61 of 479 Hotels in New York City,289,5 Star Hotel,851 Avenue of the Americas,"New York City, NY 10001-4101","3,660 reviews",45,"['All reviews', 'wine hour', 'the empire state building', 'penn station', 'raid the mini bar', 'cupcakes', 'wine reception', 'floor to ceiling windows', 'new york', 'yoga mat', 'bottle of champagne', 'herald square', 'corner room', 'times square', 'rain shower', 'one bedroom suite', 'front desk staff', 'city view']"
Sofitel New York,#90 of 479 Hotels in New York City,322,4 Star Hotel,45 West 44th Street,"New York City, NY 10036-6613","6,971 reviews",45,"['All reviews', 'the red flame diner', 'gaby restaurant', 'new york', 'times square', 'chrysler building', 'separate shower', 'room service', 'turn down service', 'bryant park', 'fifth avenue', 'late check', 'grand central station', 'luxury hotel', 'high floor', 'quiet street', 'bottle of champagne', 'hotel restaurant']"
The Iroquois New York,#38 of 479 Hotels in New York City,305,4 Star Hotel,49 W 44th St,btwn 5th & 6th Aves,"4,094 reviews",45,"['All reviews', 'triomphe restaurant', 'small luxury hotel', 'new york', 'times square', 'molton brown toiletries', 'great location', 'hot cider', 'the red flame diner', 'bryant park', 'quiet street', 'turn down service', 'grand central station', 'fifth avenue', 'the theater district', 'midtown manhattan', 'home away from home', 'two blocks']"
Fairfield Inn & Suites New York Manhattan/Central Park,#172 of 479 Hotels in New York City,203,3 Star Hotel,538 W 58th St,"New York City, NY 10019-1004",269 reviews,40,"['All reviews', 'columbus circle', 'free breakfast', 'lincoln center', 'rooms are small', 'central park', 'john jay', 'marriott brand', 'make your own waffles', 'metropolitan opera', 'uber ride', 'breakfast staff', 'new york', 'breakfast room', 'minute walk', 'quiet street', 'times square', 'excellent breakfast']"
Holiday Inn NYC - Lower East Side,#219 of 479 Hotels in New York City,171,4 Star Hotel,150 Delancey Street,"New York City, NY 10002-3308",752 reviews,40,"['All reviews', 'williamsburg bridge', 'delancey street', 'subway station', 'retro bar', 'essex st', 'walking distance to chinatown', 'tenement museum', 'new york', 'front desk staff', 'few blocks', 'bed was comfortable', 'rooms are modern', 'restaurants and bars', 'would definitely stay here again', 'the hotel is clean', 'late at night', 'staff was very friendly and helpful']"
Courtyard New York Manhattan/Midtown East,#181 of 479 Hotels in New York City,296,3 Star Hotel,866 Third Avenue,"New York City, NY 10022-6221","2,460 reviews",45,"['All reviews', 'courtyard marriott', 'sofa bed', 'great location', 'central park', 'subway station', 'new york', 'times square', 'ess a bagel', 'drug store', 'chrysler building', 'duane reade', 'floor lounge', 'two queens', 'rockefeller center', 'spacious room', 'within walking distance', 'around the corner']"
Hotel Metro,#115 of 479 Hotels in New York City,219,3 Star Hotel,45 W 35th St,"New York City, NY 10001-2277","4,468 reviews",45,"['All reviews', 'roof terrace', 'metro grill', 'bagels', 'the empire state building', 'tea and coffee', 'free wine tasting', 'premier queen room', 'new york', 'great hotel', 'times square', 'continental breakfast', 'family suite', 'set you up for the day', 'herald square', 'art deco style', 'penn station', 'the penthouse']"
IBEROSTAR 70 Park Avenue Hotel,#225 of 479 Hotels in New York City,215,4 Star Hotel,70 Park Ave,"New York City, NY 10016-2504",731 reviews,40,"['All reviews', 'grand central station', 'great location', 'new york', 'front desk staff', 'view of the empire state building', 'wine hour', 'king room', 'just returned from a night stay', 'door man', 'times square', 'coffee machine', 'special thanks', 'bed was comfortable', 'two blocks', 'would definitely stay here again', 'nyc hotels', 'rooms are small']"
Viceroy Central Park New York,#264 of 479 Hotels in New York City,254,5 Star Hotel,120 W 57th Street,"New York City, NY 10019-3320","1,633 reviews",40,"['All reviews', 'rooftop bar', 'kingside restaurant', 'central park', 'park suite', 'carnegie hall', 'new york', 'espresso machine', 'concierge team', 'closet space', 'junior suite', 'columbus circle', 'rooms are small', 'perfect location', 'times square', 'standard room', 'fifth avenue', 'two blocks']"
Moderne Hotel,#85 of 479 Hotels in New York City,233,3 Star Hotel,243 W 55th St,"New York City, NY 10019-5202","2,063 reviews",45,"['All reviews', 'guest lounge', 'central park', 'great location', 'new york', 'times square', 'fire escape', 'brick wall', 'small hotel', 'second floor lounge', 'columbus circle', 'cupcakes', 'free coffee', ""hell's kitchen"", 'front desk staff', 'junior suite', 'lincoln center', 'king bed']"
Hilton Garden Inn New York/Midtown Park Ave,#153 of 479 Hotels in New York City,225,3 Star Hotel,45 E 33rd St,"New York City, NY 10016-5336","1,274 reviews",45,"['All reviews', 'the empire state building', 'great location', 'new york', 'attached restaurant', 'subway station', 'herald square', 'front desk staff', 'city view', 'would stay here again', 'rooms are small', 'mini fridge', 'coffee machine', 'nyc hotels', 'big apple', 'few blocks', 'central location', 'high floor']"
The Marmara Park Avenue,#151 of 479 Hotels in New York City,356,5 Star Hotel,114 E 32nd St,"New York City, NY 10016-5506",286 reviews,45,"['All reviews', 'turkish bath', 'room ipad', 'bedroom loft', 'nespresso machine', 'huge balcony', 'room service', 'indoor pool', 'new york', 'the empire state building', 'murray hill', 'star service', 'night manager', 'beautiful hotel', 'full kitchen', 'subway station', 'beautiful lobby', 'week stay']"
Fitzpatrick Manhattan Hotel,#55 of 479 Hotels in New York City,248,4 Star Hotel,687 Lexington Ave,between 56th & 57th Street,"1,478 reviews",45,"['All reviews', 'central park', 'new york', 'lexington avenue', 'presidential suite', 'home from home', 'bottle of champagne', 'our honeymoon', 'the hotel manager', 'living room', 'wonderful hotel', 'street noise', 'big apple', 'would highly recommend this hotel', 'location is great', 'two blocks', 'times square', 'subway station']"
Edge Hotel,#41 of 479 Hotels in New York City,209,3 Star Hotel,514 W 168th St,"New York City, NY 10032-4103",323 reviews,45,"['All reviews', 'washington heights', 'presbyterian hospital', 'medical center', 'front desk', 'hospital stay', 'continental breakfast', 'uptown manhattan', 'new york', 'modern boutique hotel', 'exercise room', 'hotel is spotless', 'meeting room', 'great hotel', 'european feel', 'rooms are small', 'hard boiled eggs', 'safe neighborhood']"
Best Western Premier Herald Square,#82 of 479 Hotels in New York City,194,3 Star Hotel,50 W 36th Street,"New York City, NY 10018-8029","2,122 reviews",45,"['All reviews', 'great location', 'the empire state building', 'new york', 'penn station', 'breakfast room', 'rooms are small', 'free breakfast', 'around the corner', 'bagels', 'would definitely stay here again', 'each morning', 'front desk staff', 'tea and coffee', 'midtown manhattan', 'clean hotel', 'bryant park', 'two double beds']"
YOTEL New York,#173 of 479 Hotels in New York City,134,4 Star Hotel,570 10th Avenue,(West 42nd Street),"11,854 reviews",45,"['All reviews', 'mission control', 'the galley', 'free muffins', 'times square', 'new york', 'fourth floor', 'rooms are small', 'your luggage', 'port authority', 'javits center', 'cool hotel', ""hell's kitchen"", 'tea coffee', 'hudson river', 'queen bed', 'few blocks', 'loved this hotel']"
City Club Hotel,#263 of 479 Hotels in New York City,179,4 Star Hotel,55 W 44th St,"New York City, NY 10036-6609",914 reviews,40,"['All reviews', 'petite room', 'day bed', 'queen luxe', 'duplex suite', 'times square', 'new york', 'small hotel', 'warm cookies', 'bryant park', 'every evening', 'two blocks', 'midtown location', 'bigger room', 'an upgrade', 'booked this hotel', 'queen bed', 'street noise']"
